_id|f001|f008|f040|f072|f190|f490|f550|f590|f680|fLDR
000063624||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMIDI Flöte 2MGB"|"qFlöte MIDI 2MGB"||"qE-Flöte 2MGB##qFlöte 2MGB##qFlöte elektrisch verstärkt 2MGB##qPikkoloflöte 2MGB##qPikkoloflöte elektrisch verstärkt 2MGB"||-----nz---22-----n--4500
000063626||030630---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qJazzband 2MGB"|"qJazzensemble 2MGB"||"qBand 2MGB##qBig band 2MGB##qJazzorchester 2MGB##qHarmoniemusik 2MGB##qBlechblasorchester 2MGB"||-----nz---22-----n--4500
000063627||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qLeier 2MGB"|"qJochlaute 2MGB##qLyra [Zupfinstrument] 2MGB"||"qKithara 2MGB##qZupfinstrument 2MGB"|iZupfinstrument|-----nz---22-----n--4500
000063628||030630---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qOrchester 2MGB"|"qKammerorchester 2MGB##qKleines Orchester 2MGB##qOrchestergruppe 2MGB##qSalonorchester 2MGB##qSchulorchester 2MGB"||"qBand 2MGB##qBig band 2MGB##qBlechblasorchester 2MGB##qEnsemble 2MGB##qGagaku 2MGB##qGamĕlan 2MGB##qHarmoniemusik 2MGB##qJazzband 2MGB##qJazzorchester 2MGB##qKinderorchester 2MGB##qOrff-Instrumentarium 2MGB##qStreichorchester 2MGB"|"iMehr als 10 Instrumenten, chorisch besetzt"|-----nz---22-----n--4500
000063629||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qHarfe 2MGB"|"qKeltische Harfe 2MGB"||"qAkkordinstrument 2MGB##qGlasharfe 2MGB##qArdin 2MGB"||-----nz---22-----n--4500
000063630||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qQobuz 2MGB"|"qKobuz 2MGB##qKobyz 2MGB"||"qSaiteninstrument 2MGB##qStreichinstrument 2MGB##qFidel 2MGB"|"iZweisaitige Fidel"|-----nz---22-----n--4500
000063631||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qGlockenspiel 2MGB"|"qLyra [Schlaginstrument] 2MGB"||"qAkkordinstrument 2MGB##qMilitärglockenspiel 2MGB##qRöhrenglockenspiel 2MGB##qSchlagzeug 2MGB##qCarillon 2MGB"||-----nz---22-----n--4500
000063632||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qOrgel 2MGB"|"qOrgelpositiv 2MGB##qOrgelregal 2MGB##qPortativ 2MGB##qPositiv 2MGB##qRegal 2MGB"||"qAkkordinstrument 2MGB##qAltes Instrument 2MGB##qTasteninstrument 2MGB##qBasso continuo 2MGB##qHarmonium 2MGB##qE-Orgel 2MGB##qOrgel 4händig 2MGB"|"iWird bei Orchesterwerken nur wenn solistisch tätig erwähnt"|-----nz---22-----n--4500
000063645||030630---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qPfeife 2MGB"|"qWhistle 2MGB"||"qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qPenny whistle 2MGB"||-----nz---22-----n--4500
000063646||030630---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qZoomoozophone 2MGB"|||"qSchlagzeug 2MGB"|"iSchlagzeuginstrument: Aufschlagidiophon: Metallrohrspiel"|-----nz---22-----n--4500
000065359||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qBağlama 2MGB"|||"qZupfinstrument 2MGB##qLaute 2MGB"|"iTürkische Langhalslaute mit Bünden"|-----nz---22-----n--4500
000065373||030904---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qBand 2MGB"|"qBanda 2MGB##qBande 2MGB"||"qBig band 2MGB##qBlechblasorchester 2MGB##qHarmoniemusik 2MGB##qJazzband 2MGB##qJazzorchester 2MGB"|"iSingstimme, Schlagzeug, E-Gitarre, E-Bass"|-----nz---22-----n--4500
000065375||030904---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qHarmoniemusik 2MGB"|"qBlasorchester 2MGB##qBlaskapelle 2MGB##qBlasmusik 2MGB##qConcert band 2MGB##qHarmonie-Orchester 2MGB##qMilitärkapelle 2MGB##qMilitärmusik 2MGB##qSinfonisches Blasorchester 2MGB##qWind band 2MGB##qSymphonic band 2MGB##qSymphonic wind ensemble 2MGB##qSymphonic winds 2MGB##qSymphonisches Blasorchester 2MGB##qWind ensemble 2MGB##qWind orchestra 2MGB##qWind symphony 2MGB"||"qBand 2MGB##qBig band 2MGB##qBlechblasorchester 2MGB##qJazzband 2MGB##qJazzorchester 2MGB"|"iHolzblasinstrument, Blechblasinstrument, Schlagzeug"|-----nz---22-----n--4500
000065376||030904---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qBlechblasorchester 2MGB"|"qBlechblaskapelle 2MGB##qBlechmusik 2MGB##qBrass band 2MGB##qBlas-Sinfonieorchester 2MGB"||"qBand 2MGB##qBig band 2MGB##qHarmoniemusik 2MGB##qJazzband 2MGB##qJazzorchester 2MGB"|"iChorisch besetzte Blechblasinstrumente, Schlagzeug"|-----nz---22-----n--4500
000065389||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qBongo 2MGB"|||"qSchlagzeug 2MGB##qTrommel 2MGB"||-----nz---22-----n--4500
000065392||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qCelesta 2MGB"|||"qAkkordinstrument 2MGB##qTasteninstrument 2MGB##qSchlagzeug 2MGB"||-----nz---22-----n--4500
000065394||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qConga 2MGB"|"qTumba 2MGB##qTumbadora 2MGB"||"qBongo 2MGB##qSchlagzeug 2MGB##qTrommel 2MGB wg"||-----nz---22-----n--4500
000065410||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qCheng 2MGB"|"qGu-zheng 2MGB##qZheng 2MGB"||"qZither 2MGB##qZupfinstrument 2MGB"|"iChinesische Wölbbrettzither"|-----nz---22-----n--4500
000065411||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qTheorbierte Laute 2MGB"|||"qAltes Instrument 2MGB##qZupfinstrument 2MGB##qAkkordinstrument 2MGB##qBasso continuo 2MGB##qErzlaute 2MGB##qLaute 2MGB##qTheorbe 2MGB"|iErzlaute|-----nz---22-----n--4500
000065412||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qCembalo 2MGB"|"qClavecin 2MGB##qClavicembalo 2MGB##qClavicytherium 2MGB##qHarpsichord 2MGB"||"qBasso continuo 2MGB##qCembalo 3händig 2MGB##qCembalo 4händig 2MGB##qCembalo elektrisch verstärkt 2MGB##qClavichord 2MGB##qPräpariertes Cembalo 2MGB"|"iBis 1725 und ab 1900"|-----nz---22-----n--4500
000065414||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qFrauenchor 2MGB"|||"qChor 2MGB##qKinderchor 2MGB##qKnabenchor 2MGB##qKnabensprechchor 2MGB##qMädchenchor 2MGB##qMännerchor 2MGB##qSprechchor 2MGB"||-----nz---22-----n--4500
000065415||030908---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qKnabenchor 2MGB"|||"qChor 2MGB##qFrauenchor 2MGB##qKinderchor 2MGB##qKnabensprechchor 2MGB##qMädchenchor 2MGB##qMännerchor 2MGB##qSprechchor 2MGB"||-----nz---22-----n--4500
000065416||030908---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qKnabensprechchor 2MGB"|||"qChor 2MGB##qFrauenchor 2MGB##qKinderchor 2MGB##qKnabenchor 2MGB##qMädchenchor 2MGB##qMännerchor 2MGB##qSprechchor 2MGB"||-----nz---22-----n--4500
000065417||030908---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qMädchenchor 2MGB"|||"qChor 2MGB##qFrauenchor 2MGB##qKinderchor 2MGB##qKnabenchor 2MGB##qKnabensprechchor 2MGB##qMännerchor 2MGB##qSprechchor 2MGB"||-----nz---22-----n--4500
000065419||030908---a-z--ba-n|"aSzZuIDS BS/BE"|amu|"qSprechchor 2MGB"|||"qChor 2MGB##qFrauenchor 2MGB##qKinderchor 2MGB##qKnabenchor 2MGB##qKnabensprechchor 2MGB##qMädchenchor 2MGB##qMännerchor 2MGB"||-----nz---22-----n--4500
000065432||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qElektronischer Klangerzeuger 2MGB"|"qComputermusik 2MGB"||"qComputerflügel 2MGB##qE-Bass 2MGB##qE-Gitarre 2MGB##qE-Klavier 2MGB##qE-Kontrabass 2MGB##qE-Orgel 2MGB##qE-Tasteninstrument 2MGB##qE-Violoncello 2MGB##qElektronium 2MGB##qLive-Elektronik 2MGB##qMagnetophon 2MGB##qMIDI Flöte 2MGB##qMIDI Klavier 2MGB##qMIDI Schlagzeug 2MGB##qOndes Martenot 2MGB##qRhodes 2MGB##qSynthesizer 2MGB##qTheremingerät 2MGB##qTonaufnahme 2MGB##qTrautonium 2MGB##qZuspielaufnahme 2MGB"||-----nz---22-----n--4500
000065433||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qComputerklavier 2MGB"|"qComputerflügel 2MGB##qComputer keyboard 2MGB##qKlavier computergesteuert 2MGB"||"qChromelodeon 2MGB##qKlavier 2MGB##qKlavier elektrisch verstärkt 2MGB##qE-Klavier 2MGB##qE-Tasteninstrument 2MGB##qMIDI Klavier 2MGB##qPräpariertes Klavier 2MGB##qRhodes 2MGB"||-----nz---22-----n--4500
000065436||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qE-Kontrabass 2MGB"|"qElektrischer Kontrabass 2MGB"||"qKontrabass elektrisch verstärkt 2MGB##qKontrabass 2MGB"|"iNicht das gleiche wie Kontrabass elektrisch verstärkt"|-----nz---22-----n--4500
000065440||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qElektrisch verstärkt 2MGB"|||"qElektrische Verstärkung 2MGB##qCembalo elektrisch verstärkt 2MGB##qKlavier elektrisch verstärkt 2MGB##qKontrabass elektrisch verstärkt 2MGB##qPikkoloflöte elektrisch verstärkt 2MGB##qTamtam elektrisch verstärkt 2MGB##qViola elektrisch verstärkt 2MGB##qVioline elektrisch verstärkt 2MGB##qVioloncello elektrisch verstärkt 2MGB"|"iNur als Zusatz zu einem Instrument"|-----nz---22-----n--4500
000065442||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qE-Violoncello 2MGB"|"qElektrisches Violoncello 2MGB"||"qVioloncello elektrisch verstärkt 2MGB"|"iNicht das gleiche wie Violoncello elektrisch verstärkt"|-----nz---22-----n--4500
000065443||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qFerrino 2MGB"|||"qSchlagzeug 2MGB"|"iSchlaginstrument: Streichidiophon"|-----nz---22-----n--4500
000065444||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qFlageolett 2MGB"|||"qAltes Instrument 2MGB##qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qBlockflöte 2MGB"|"iGegen 1600 in Frankreich entwickelte kleine Blockflöte"|-----nz---22-----n--4500
000065445||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qTranssylvanische Flöte 2MGB"|||"qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qFlöte 2MGB"||-----nz---22-----n--4500
000065459||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qGitarre 2MGB"|"qViola de arame 2MGB"||"qZupfinstrument 2MGB##qVihuela 2MGB##qCharango 2MGB##qGitarre elektrisch verstärkt 2MGB##qUkulele 2MGB##qBanjo 2MGB##qBalalaika 2MGB##qE-Gitarre 2MGB##qE-Bass 2MGB"||-----nz---22-----n--4500
000065460||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qGlasharmonika 2MGB"|"qHarmonika 2MGB"||"qSchlagzeug 2MGB##qHandharmonika 2MGB##qAkkordeon 2MGB##qMundharmonika 2MGB"||-----nz---22-----n--4500
000065461||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qCembalo 3händig 2MGB"|||"qCembalo 2MGB"|"iAuf 1 Cembalo"|-----nz---22-----n--4500
000065462||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qCembalo 4händig 2MGB"|||"qCembalo 2MGB"|"iAuf 1 Cembalo"|-----nz---22-----n--4500
000065463||030908---a-z--ba-n----------------------|"aSzZuIDS BS/BE A164"|amu|"qOboe 2MGB"|"qBaritonoboe 2MGB"||"qBlasinstrument 2MGB##qHolzblasinstrument 2MGB wg##qMelodieinstrument 2MGB##qEnglischhorn 2MGB##qHeckelphon 2MGB##qDūduk [Oboe] 2MGB##qOboe d'amore 2MGB##qOboe da caccia 2MGB##qOboe elektrisch verstärkt 2MGB##qSchalmei 2MGB##qPommer 2MGB##qTárogató 2MGB"||-----nz---22-----n--4500
000065464||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qOboe d'amore 2MGB"|||"qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qOboe 2MGB##qOboe da caccia 2MGB##qEnglischhorn 2MGB"||-----nz---22-----n--4500
000065466||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qHorn 2MGB"|"qNaturhorn 2MGB"||"qBlasinstrument 2MGB##qBlechblasinstrument 2MGB##qAlphorn 2MGB##qJagdhorn 2MGB##qZink 2MGB##qBlechblasorchester 2MGB"||-----nz---22-----n--4500
000065467||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qInanga 2MGB"|||"qZither 2MGB##qZupfinstrument 2MGB"|"iZitherähnliches Instrument"|-----nz---22-----n--4500
000065468||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qJazzorchester 2MGB"|||"qBand 2MGB##qBig band 2MGB##qJazzband 2MGB##qHarmoniemusik 2MGB##qBlechblasorchester 2MGB"||-----nz---22-----n--4500
000065469||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKleine Trommel 2MGB"|"qJazztrommel 2MGB##qSnare drum 2MGB"||"qTom-Tom 2MGB##qTrommel 2MGB##qSchlagzeug 2MGB"||-----nz---22-----n--4500
000065470||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKamānğe 2MGB"|"qKamānche 2MGB##qKamānğa 2MGB##qKamanja 2MGB##qKemānche 2MGB"||"qSaiteninstrument 2MGB##qStreichinstrument 2MGB"|"iStachelgeige des Iran"|-----nz---22-----n--4500
000065471||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMIDI Klavier 2MGB"|"qKlavier MIDI 2MGB##qMIDI piano 2MGB"||"qComputerflügel 2MGB##qChromelodeon 2MGB##qComputerflügel 2MGB##qKlavier 2MGB##qKlavier elektrisch verstärkt 2MGB##qE-Klavier 2MGB##qE-Tasteninstrument 2MGB##qElektronium 2MGB##qPräpariertes Klavier 2MGB##qRhodes 2MGB"||-----nz---22-----n--4500
000065472||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKlavier elektrisch verstärkt 2MGB"|"qAmplified piano 2MGB"||"qAkkordinstrument 2MGB##qTasteninstrument 2MGB##qKlavier 2MGB##qE-Klavier 2MGB##qE-Tasteninstrument 2MGB"||-----nz---22-----n--4500
000065473||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKindersingstimme 2MGB"|||"qKinderalt 2MGB##qKindersopran 2MGB##qKindersprechstimme 2MGB##qKinderstimme 2MGB##qKnabenalt 2MGB##qKnabensopran 2MGB##qKnabensprechstimme 2MGB##qKnabenstimme 2MGB##qMädchenalt 2MGB##qMädchensopran 2MGB##qMädchensprechstimme 2MGB##qMädchenstimme 2MGB"|"iKnaben und/oder Mädchen"|-----nz---22-----n--4500
000065474||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKindersprechstimme 2MGB"|"qKindersprecher 2MGB"||"qKnabensprechstimme 2MGB##qMädchensprechstimme 2MGB"|"iSingt nicht, Knaben und/oder Mädchen"|-----nz---22-----n--4500
000065475||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKinderstimme 2MGB"|||"qKindersingstimme 2MGB##qKinderalt 2MGB##qKindersopran 2MGB##qKindersprechstimme 2MGB##qKinderstimme 2MGB##qKinderstimme hoch 2MGB##qKinderstimme tief 2MGB##qKnabenalt 2MGB##qKnabensopran 2MGB##qKnabensprechstimme 2MGB##qKnabenstimme 2MGB##qMädchenalt 2MGB##qMädchensopran 2MGB##qMädchensprechstimme 2MGB##qMädchenstimme 2MGB"|"iSingt und spricht, Knaben und/oder Mädchen"|-----nz---22-----n--4500
000065476||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKithara 2MGB"|||"qLeier 2MGB##qZupfinstrument 2MGB"|"iAntikes Zupfinstrument"|-----nz---22-----n--4500
000065514||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKlavier 1händig 2MGB"|"qKlavier linke Hand 2MGB"||"qAkkordinstrument 2MGB##qSaiteninstrument 2MGB##qTasteninstrument 2MGB##qKlavier 2MGB"||-----nz---22-----n--4500
000065516||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKnabensopran 2MGB"|"qKnabensingstimme hoch 2MGB"||"qKinderalt 2MGB##qKindersingstimme 2MGB##qKindersopran 2MGB##qKindersprechstimme 2MGB##qKinderstimme 2MGB##qKnabenalt 2MGB##qKnabensprechstimme 2MGB##qKnabenstimme 2MGB##qKnabenstimme hoch 2MGB##qKnabenstimme tief 2MGB"|"iSingt nur"|-----nz---22-----n--4500
000065517||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKnabensprechstimme 2MGB"|||"qKindersprechstimme 2MGB##qMädchensprechstimme 2MGB"|"iSingt nicht, nicht vermerkt ob Alt oder Sopran, bzw. beides möglich"|-----nz---22-----n--4500
000065518||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKnabenstimme 2MGB"|||"qKindersingstimme 2MGB##qKinderalt 2MGB##qKindersopran 2MGB##qKindersprechstimme 2MGB##qKinderstimme 2MGB##qKnabenalt 2MGB##qKnabensopran 2MGB##qKnabensprechstimme 2MGB##qKnabenstimme hoch 2MGB##qKnabenstimme tief 2MGB"|"iSpricht und singt, nicht vermerkt ob Alt oder Sopran, bzw. beides möglich"|-----nz---22-----n--4500
000065520||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKnabenstimme tief 2MGB"|||"qKindersingstimme 2MGB##qKindersopran 2MGB##qKindersprechstimme 2MGB##qKinderstimme 2MGB##qKnabensopran 2MGB##qKnabensprechstimme 2MGB##qKnabenstimme 2MGB"|"iSpricht und singt"|-----nz---22-----n--4500
000065521||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMandoline 2MGB"|||"qMandora 2MGB##qZupfinstrument 2MGB##qBalalaika 2MGB##qLaute 2MGB"||-----nz---22-----n--4500
000065522||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMännerchor 2MGB"|||"qChor 2MGB##qFrauenchor 2MGB##qKinderchor 2MGB##qKnabenchor 2MGB##qKnabensprechchor 2MGB##qMädchenchor 2MGB##qSprechchor 2MGB"||-----nz---22-----n--4500
000067723||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMännerstimme 2MGB"|||"qCountertenor 2MGB##qTenor 2MGB##qBariton 2MGB##qBass 2MGB##qSingstimme 2MGB##qSingstimme hoch 2MGB##qSingstimme mittel 2MGB##qSingstimme tief 2MGB##qMännersingstimme 2MGB##qSprechstimme 2MGB##qMännersprechstimme 2MGB"|"iSpricht und singt"|-----nz---22-----n--4500
000067724||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qTenor 2MGB"|||"qTenor elektrisch verstärkt 2MGB##qMännersingstimme 2MGB##qMännerstimme 2MGB##qSingstimme 2MGB##qSingstimme hoch 2MGB"|iMännerstimme|-----nz---22-----n--4500
000067725||030904---a-z--ba-n-----------------|"aSzZuIDS BS/BE A164"|amu|"qSingstimme 2MGB"|"qSufi-Sänger 2MGB"||"qSingstimme hoch 2MGB##qSingstimme mittel 2MGB##qSingstimme tief 2MGB##qFrauenstimme 2MGB##qFrauensingstimme 2MGB##qKinderstimme 2MGB##qMännerstimme 2MGB##qMännersingstimme 2MGB"|"iLage und Geschlecht nicht bekannt oder nicht festgelegt"|-----nz---22-----n--4500
000067726||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qSingstimme hoch 2MGB"|||"qSingstimme 2MGB##qFrauensingstimme 2MGB##qMännersingstimme 2MGB##qSopran 2MGB##qTenor 2MGB"|"iFrauen- oder Männerstimme möglich"|-----nz---22-----n--4500
000067727||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qSingstimme mittel 2MGB"|||"qSingstimme 2MGB##qFrauensingstimme 2MGB##qMännersingstimme 2MGB##qMezzosopran 2MGB##qBariton 2MGB"|"iFrauen- oder Männerstimme möglich"|-----nz---22-----n--4500
000067728||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qSingstimme tief 2MGB"|||"qSingstimme 2MGB##qFrauensingstimme 2MGB##qMännersingstimme 2MGB##qAlt 2MGB##qBass 2MGB"|"iFrauen- oder Männerstimme möglich"|-----nz---22-----n--4500
000067729||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMezzosopran 2MGB"|||"qMezzosopran elektrisch verstärkt 2MGB##qSingstimme mittel 2MGB##qFrauensingstimme 2MGB##qFrauenstimme 2MGB##qSingstimme 2MGB"||-----nz---22-----n--4500
000067736||030904---a-z--ba-n-----------------|"aSzZuIDS BS/BE A164"|amu|"qFrauensingstimme 2MGB"|||"qSingstimme hoch 2MGB##qSingstimme mittel 2MGB##qSingstimme tief 2MGB##qFrauenstimme 2MGB##qSopran 2MGB##qMezzosopran 2MGB##qAlt 2MGB"|"iLage nicht bekannt oder nicht festgelegt"|-----nz---22-----n--4500
000067737||030904---a-z--ba-n-----------------|"aSzZuIDS BS/BE A164"|amu|"qMännersingstimme 2MGB"|||"qSingstimme hoch 2MGB##qSingstimme mittel 2MGB##qSingstimme tief 2MGB##qMännerstimme 2MGB##qTenor 2MGB##qCountertenor 2MGB##qBass 2MGB##qBariton 2MGB"|"iLage nicht bekannt oder nicht festgelegt"|-----nz---22-----n--4500
000067738||030908---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKindersopran 2MGB"|||"qKinderalt 2MGB##qKindersingstimme 2MGB##qKindersprechstimme 2MGB##qKinderstimme 2MGB##qKnabenalt 2MGB##qKnabensopran 2MGB##qKnabensprechstimme 2MGB##qKnabenstimme 2MGB##qMädchenalt 2MGB##qMädchensopran 2MGB##qMädchensprechstimme 2MGB##qMädchenstimme 2MGB"|"iKnaben und/oder Mädchen"|-----nz---22-----n--4500
000067739||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMarimba 2MGB"|"qMarimbone 2MGB"||"qAkkordinstrument 2MGB##qSchlagzeug 2MGB##qMarimbaphon 2MGB##qMIDI Marimba 2MGB##qXylophon 2MGB"||-----nz---22-----n--4500
000067740||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qXylophon 2MGB"|||"qMarimba 2MGB##qMarimbaphon 2MGB##qAkkordinstrument 2MGB##qSchlagzeug 2MGB"||-----nz---22-----n--4500
000067741||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMIDI Schlagzeug 2MGB"|"qSynthetisches Schlagzeug 2MGB"||"qSchlagzeug 2MGB##qSchlagzeug elektrisch verstärkt 2MGB"||-----nz---22-----n--4500
000067742||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMusette [Holzblasinstrument] 2MGB"|||"qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qMelodieinstrument 2MGB##qAltes Instrument 2MGB##qSackpfeife 2MGB"|iSackpfeife|-----nz---22-----n--4500
000067743||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qOrgel 4händig 2MGB"|||"qOrgel 2MGB"|"iGespielt auf 1 Instrument"|-----nz---22-----n--4500
000067744||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qPikkoloflöte 2MGB"|"qKleine Flöte 2MGB##qOttavino 2MGB##qPiccolo 2MGB##qPiccoloflöte 2MGB##qPikkolo 2MGB"||"qFlöte 2MGB##qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qPikkoloflöte elektrisch verstärkt 2MGB"||-----nz---22-----n--4500
000067745||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qPikkoloflöte elektrisch verstärkt 2MGB"|"qPiccolo elektrisch verstärkt 2MGB"||"qPikkoloflöte 2MGB"||-----nz---22-----n--4500
000067746||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qPräpariertes Klavier 2MGB"|||"qAkkordinstrument 2MGB##qSaiteninstrument 2MGB##qTasteninstrument 2MGB##qKlavier 2MGB"||-----nz---22-----n--4500
000067747||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qSynthesizer 2MGB"|"qAudiosynthesizer 2MGB##qSample-Keyboard 2MGB##qSampler-Celesta 2MGB"||"qE-Klavier 2MGB##qE-Tasteninstrument 2MGB##qElektronischer Klangerzeuger 2MGB##qLive-Elektronik 2MGB##qZuspielaufnahme 2MGB"||-----nz---22-----n--4500
000067748||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qRöhrenglocke 2MGB"|"qTubular bell 2MGB"||"qSchlagzeug 2MGB##qGlocke 2MGB wg##qKirchenglocke 2MGB##qRöhrenglockenspiel 2MGB"||-----nz---22-----n--4500
000067749||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qKirchenglocke 2MGB"|||"qSchlagzeug 2MGB##qGlocke 2MGB##qRöhrenglocke 2MGB"||-----nz---22-----n--4500
000067750||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qRyūteki 2MGB"|||"qBlasinstrument 2MGB##qHolzblasinstrument 2MGB##qShakuhachi 2MGB##qGagaku 2MGB"|"iJapanische Bambus-Querflöte"|-----nz---22-----n--4500
000067751||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qSaiteninstrument 2MGB"|||"qAltes Instrument 2MGB##qStreichinstrument 2MGB##qTasteninstrument 2MGB##qZupfinstrument 2MGB##qStreichorchester 2MGB"|"iNicht festgelegt welches Saiteninstrument"|-----nz---22-----n--4500
000067752||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qStreichinstrument 2MGB"|||"qAltes Instrument 2MGB##qMelodieinstrument 2MGB##qSaiteninstrument 2MGB##qBasso continuo 2MGB##qStreichorchester 2MGB"|"iNur wenn beliebig oder unbekannt"|-----nz---22-----n--4500
000067753||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qMelodieinstrument 2MGB"|||"qAltes Instrument 2MGB##qBlasinstrument 2MGB##qBlechblasinstrument 2MGB##qHolzblasinstrument 2MGB##qSaiteninstrument 2MGB##qStreichinstrument 2MGB"|"iNicht festgelegt welches Instrument"|-----nz---22-----n--4500
000067754||030904---a-z--ba-n|"aSzZuIDS BS/BE A164"|amu|"qZupfinstrument 2MGB"|||"qAkkordinstrument 2MGB##qAltes Instrument 2MGB##qSaiteninstrument 2MGB##qBasso continuo 2MGB"|"iNicht festgelegt welches Zupfinstrument"|-----nz---22-----n--4500
